article_id,article_header,coder,ldi,relevant,start_date,end_date,date_precision,site_name,site_location,site_type,initiator,group_at_site,damage_type
08-2023-12,Nearly 30 Cultural Monuments Damaged In Odesa By Russian Strike - Ministry,Kateryna,2026-01-03 23:08:07,No,"August 14, 2023","August 14, 2023",,30 cultural monuments,Odesa,Monument,Russian forces,,Rocket fire
08-2023-12,Nearly 30 Cultural Monuments Damaged In Odesa By Russian Strike - Ministry,Kateryna,2026-01-03 23:08:33,Yes,"August 14, 2023","August 14, 2023",,30 cultural monuments,Odesa,Monument,Russian forces,,Rocket fire
07-2023-121,,Kateryna,2026-01-03 23:08:47,No,,,,,,Monument,,,Rocket fire
11-2022-4,,Kateryna,2026-01-03 23:12:22,No,,,,Ivankiv Museum,Ivankiv,Museum,Russian forces,,"Shelling (artillery fire, bullet)"
09-2024-25,,Kateryna,2026-01-03 23:18:09,No,,,,Gammalsvenskby  church,Gammalsvenskby ,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
07-2023-590,Channel 4 News - 6:35 PM GMT,Kateryna,2026-01-03 23:18:35,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2022-354,,Kateryna,2026-01-03 23:18:51,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
08-2023-74,,Kateryna,2026-01-03 23:27:27,Yes,"August 3, 2023","August 3, 2023",,St Catherine's Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,First responders,"Shelling (artillery fire, bullet)"
08-2022-1,,Kateryna,2026-01-03 23:30:51,Yes,,,,"Hryhorii Skovoroda house museum, the Kuindzhi Art Museum, the Ivankiv Historical and Local History Museum, and the Babyn Yar Holocaust memorial complex","Kharkiv, Mariupol, Ivankiv, Kyiv",Museum,Russian forces,,Airstrike
07-2023-510,Prosecutor General Calls Talks About Russian Spirituality Lies Following Recent Attack On Odesa,Kateryna,2026-01-03 23:33:11,Yes,"July 23, 2023","July 23, 2023",,church and monuments ,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
02-2024-46,,Kateryna,2026-01-03 23:39:41,Yes,"July 23, 2023","July 23, 2023",,"Odesa's historic center, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
04-2022-43,,Kateryna,2026-01-03 23:43:24,Yes,mid-March 2022,mid-March 2022,The exact date was not provided,Mariupol theater,Mariupol,Opera/theatre,Russian forces,Civilians,Airstrike
07-2023-372,,Kateryna,2026-01-04 00:02:56,Yes,,,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilian,Rocket fire
07-2024-32,"For Ukrainians, war of survival is also a battle to defend their identity; The Ukrainian people have seen, in the dismissal of their historical and cultural distinctiveness, and in the physical attacks on their cultural institutions, a coordinated Russian campaign against their national identity.",Kateryna,2026-01-04 00:07:53,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-132,,Kateryna,2026-01-04 00:09:34,Yes,"July 23, 2023","July 23, 2023",,"Transfiguration Cathedral,  historic centre of Odesa",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Civilians,Rocket fire
10-2022-23,,Kateryna,2026-01-04 00:10:36,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
12-2023-65,UNESCO and ICCROM Equip Ukrainian Professionals in Cultural Heritage Damage Assessment Amidst War,Kateryna,2026-01-04 00:13:08,Yes,July 2023,July 2023,,Cultural building,Lviv,Other,Russian forces,,Rocket fire
08-2023-41,,Kateryna,2026-01-04 00:15:21,Yes,,,The article states that the attack occurred last week,Orthodox cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
11-2023-195,,Kateryna,2026-01-04 00:22:51,No,,,The article states that the attack occurred last week,,,Opera/theatre,,,Airstrike
01-2024-71,,Kateryna,2026-01-04 00:23:04,No,,,The article states that the attack occurred last week,,,Opera/theatre,,,Airstrike
12-2022-82,,Kateryna,2026-01-04 00:25:07,No,,,The article states that the attack occurred last week,,,Opera/theatre,,,Airstrike
06-2023-74,,Kateryna,2026-01-04 00:27:12,No,2022,2022,The article states that the attack occurred last year,Kherson Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
07-2023-458,,Kateryna,2026-01-04 00:35:50,No,"July 23, 2023","July 23, 2023",The article states that the attack occurred last Sunday,"Cathedral, the House of Scientists",Odesa,House of culture/culture house,Russian forces,,Rocket fire
07-2023-458,,Kateryna,2026-01-04 00:36:40,Yes,"July 23, 2023","July 23, 2023",The article states that the attack occurred last Sunday,"Cathedral, the House of Scientists",Odesa,House of culture/culture house,Russian forces,,Rocket fire
07-2023-80,,Kateryna,2026-01-04 00:37:08,No,,,,,,House of culture/culture house,,,Rocket fire
07-2023-545,,Kateryna,2026-01-04 00:39:51,Yes,"July 22, 2023","July 23, 2023",,"Odesa's historical center, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
07-2023-241,,Kateryna,2026-01-04 00:43:14,Yes,"July 23, 2023","July 23, 2023",,"The House of Chyzhevych, Odesa's historic center, 25 architectural monuments,  including the Transfiguration Cathedral",Odesa,Monument,Russian forces,,Rocket fire
11-2022-146,Ukraine`s President Now Insisting That Deadly Missiles Strike In Poland Did Not Come From His Troops,Kateryna,2026-01-04 00:44:23,No,,,,,,Monument,,,Rocket fire
07-2024-132,,Kateryna,2026-01-04 00:44:47,No,,,,,,Monument,,,Rocket fire
07-2023-1,,Kateryna,2026-01-04 00:47:19,Yes,"July 23, 2023","July 23, 2023",,"Odesa's historic center, Transfiguration Cathedral",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Rocket fire
04-2022-23,,Kateryna,2026-01-04 00:50:50,Yes,,,,"Mariupol Local History museum, Ivankiv museum, over 50 Ukrainian historical buildings","Mariupol, Ivankiv",Museum,Russian forces,Civilians,Looting/stealing
04-2022-11,"At least 53 cultural sites in Ukraine damaged in war, UNESCO says -- House Natural Resources Subcommittee on National Parks, Forests, and Public Lands Hearing; H.R.4878, the ""National Discovery Trails Act""; H.R.6589, the ""Historic Preservation Enhancement Act""; H.R.6805, the ""African-American Burial Grounds Preservation Act""; H.R.7002, the ""Gateway Solidarity Act""; H.R.7075, the ""Ukrainian Independence Park Act""; and H.R.7218, the ""National Heritage Areas Reauthorization Act.""; Testimony by Joy Beasley, Associate Director, Cultural Resources, Partnerships, and Science National Park Service -- House Natural Resources Subcommittee on National Parks, Forests, and Public Lands Hearing; H.R.4878, the ""National Discovery Trails Act""; H.R.6589, the ""Historic Preservation Enhancement Act""; H.R.6805, the ""African-American Burial Grounds Preservation Act""; H.R.7002, the ""Gateway Solidarity Act""; H.R.7075, the ""Ukrainian Independence Park Act""; and H.R.7218, the ""National Heritage Areas Reauthorization Act.""; Testimony by Joy Beasley, Associate Director, Cultural Resources, Partnerships, and Science National Park Service",Kateryna,2026-01-04 00:53:22,Yes,,,,St Catherine's Church,Chernihiv,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
11-2023-199,,Kateryna,2026-01-04 00:53:39,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
07-2023-402,,Kateryna,2026-01-04 00:56:21,No,,,,116 religious sites,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
07-2023-402,,Kateryna,2026-01-04 00:57:07,Yes,,,,116 religious sites,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
06-2024-68,"EFE International's Topics of the Day for Thursday, July 27th (24:00 GMT)",Kateryna,2026-01-04 00:57:44,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
10-2023-52,,Kateryna,2026-01-04 00:58:16,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
11-2023-87,Ukraine President Says 'Not The Time' For Elections,Kateryna,2026-01-04 00:59:16,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
05-2022-21,"Russian Soldiers Are Destroying Ukraine Libraries, History Books: Ombudsman",Kateryna,2026-01-04 01:01:27,Yes,,,,20 Mariupol libraries,Mariupol,Library,Russian forces,,UNKNOWN
03-2022-52,There are seven World Heritage Sites in Ukraine. Many others also require protection,Kateryna,2026-01-04 01:02:52,No,,,,,,Library,,,UNKNOWN
08-2023-113,,Kateryna,2026-01-04 01:04:53,No,,,,,,Library,,,UNKNOWN
09-2024-100,,Kateryna,2026-01-04 01:06:07,No,,,,,,Library,,,UNKNOWN
10-2022-168,,Kateryna,2026-01-04 01:06:17,No,,,,,,Library,,,UNKNOWN
11-2022-194,"EFE International Topics of the Day November 23, 2022 (10.00 GMT)",Kateryna,2026-01-04 01:07:26,No,,,,,,Library,,,UNKNOWN
11-2023-84,,Kateryna,2026-01-04 01:07:59,No,,,,,,Library,,,UNKNOWN
10-2022-49,,Kateryna,2026-01-04 01:09:39,No,,,,,,Library,,,UNKNOWN
04-2022-195,,Kateryna,2026-01-04 01:09:55,No,,,,,,Library,,,UNKNOWN
01-2024-8,Shukhevych Museum in Lviv after Russian drone attack,Kateryna,2026-01-04 01:11:43,No,2024,2024,The article states that the attack occurred last night.,Shukhevych Museum,Lviv,Museum,Russian forces,,Airstrike
07-2023-172,,Kateryna,2026-01-04 01:14:51,No,,,The article states that the attack occurred last night.,,,Museum,,,Airstrike
07-2023-352,,Kateryna,2026-01-04 01:18:12,No,,,The article states that the attack occurred last night.,,,Museum,,,Airstrike
12-2022-151,"Russians Steal Medical Equipment From Hospitals; Furniture, Doors And Ambulances Included",Kateryna,2026-01-04 01:19:58,No,,,The article states that the attack occurred last night.,,,Museum,,,Airstrike
07-2024-25,,Kateryna,2026-01-04 01:23:46,No,,,The article states that the attack occurred last night.,,,Museum,,,Airstrike
02-2024-37,,Kateryna,2026-01-04 01:25:13,No,,,The article states that the attack occurred last night.,,,Museum,,,Airstrike
11-2023-102,,Kateryna,2026-01-04 01:25:24,No,,,The article states that the attack occurred last night.,,,Museum,,,Airstrike
03-2022-41,UNESCO fears Ukraine harm as Russian culture backlash grows,Kateryna,2026-01-05 00:09:33,No,,,,,,Museum,,,Airstrike
04-2022-13,,Kateryna,2026-01-06 00:21:02,Yes,,,,"Local history museum, Mariupol drama theater, Holocaust Memorial","Kyiv region, Mariupol, Kharkiv",Museum,Russian forces,,Airstrike
02-2024-44,,Kateryna,2026-01-06 00:23:53,No,,,,,,UNKNOWN,,,UNKNOWN
09-2022-30,,Kateryna,2026-01-06 00:25:17,No,,,,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Looting/stealing
04-2022-211,,Kateryna,2026-01-06 00:27:23,No,,,,Theater,Mariupol,Opera/theatre,,Civilians,Airstrike
12-2022-41,,Kateryna,2026-01-06 00:29:42,Yes,"December 29, 2022","December 29, 2022",,Monuments to Catherine the Great and her associates,Odesa,Monument,,,Looting/stealing
03-2022-906,Ukraine rushes to save cultural heritage from destruction,Kateryna,2026-01-06 00:34:29,No,,,,,,Monument,,,Looting/stealing
03-2022-242,,Kateryna,2026-01-06 00:35:14,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-541,UNESCO condemns Russian attacks against cultural heritage sites in Ukraine,Kateryna,2026-01-06 00:35:41,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Rocket fire
08-2024-149,,Kateryna,2026-01-06 00:36:24,No,,,,,,UNKNOWN,,,UNKNOWN
11-2024-166,,Kateryna,2026-01-06 00:41:42,No,,,,,,UNKNOWN,,,UNKNOWN
12-2023-50,,Kateryna,2026-01-06 00:42:16,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
12-2023-65,UNESCO and ICCROM Equip Ukrainian Professionals in Cultural Heritage Damage Assessment Amidst War,Kateryna,2026-01-06 00:42:42,Yes,July 2023,July 2023,,Cultural building,Lviv,Other,Russian forces,,Rocket fire
01-2023-260,,Kateryna,2026-01-06 00:43:50,No,,,,,,UNKNOWN,,,UNKNOWN
12-2022-1,,Kateryna,2026-01-06 00:44:20,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-695,,Kateryna,2026-01-06 00:44:45,No,,,,,,UNKNOWN,,,UNKNOWN
04-2022-348,,Kateryna,2026-01-06 00:46:30,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-420,,Kateryna,2026-01-06 00:47:00,No,,,,,,UNKNOWN,,,UNKNOWN
11-2022-181,,Kateryna,2026-01-06 00:47:19,No,,,,,,UNKNOWN,,,UNKNOWN
06-2024-12,"More than 400 heritage properties damaged in Ukraine, says Unesco",Kateryna,2026-01-06 00:47:54,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
09-2024-7,,Kateryna,2026-01-06 00:48:28,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
04-2023-178,,Kateryna,2026-01-06 00:48:44,No,,,,,,UNKNOWN,,,UNKNOWN
08-2022-8,,Kateryna,2026-01-06 00:49:52,No,,,,,,UNKNOWN,,,UNKNOWN
09-2024-17,G7 ministers pledge to 'protect freedom of expression',Kateryna,2026-01-06 00:50:41,No,,,,,,UNKNOWN,,,UNKNOWN
09-2022-7,"World: Moscow 'guilty of destroying heritage', Ukraine's culture minister tells Euronews",Kateryna,2026-01-06 00:51:07,No,,,,,,UNKNOWN,,,UNKNOWN
03-2023-55,IN THE NAME OF CULTURAL PRESERVATION,Kateryna,2026-01-06 00:51:31,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-346,,Kateryna,2026-01-06 00:53:39,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-121,,Kateryna,2026-01-06 00:54:00,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-590,Channel 4 News - 6:35 PM GMT,Kateryna,2026-01-06 00:54:30,No,,,,,,UNKNOWN,,,UNKNOWN
04-2022-354,,Kateryna,2026-01-06 00:54:48,No,,,,,,UNKNOWN,,,UNKNOWN
11-2023-195,,Kateryna,2026-01-06 00:55:32,No,,,,,,UNKNOWN,,,UNKNOWN
01-2024-71,,Kateryna,2026-01-06 00:55:49,No,,,,,,UNKNOWN,,,UNKNOWN
12-2022-82,,Kateryna,2026-01-06 00:57:06,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-80,,Kateryna,2026-01-06 00:57:32,No,,,,,,UNKNOWN,,,UNKNOWN
11-2022-146,Ukraine`s President Now Insisting That Deadly Missiles Strike In Poland Did Not Come From His Troops,Kateryna,2026-01-06 00:58:14,No,,,,,,UNKNOWN,,,UNKNOWN
07-2024-132,,Kateryna,2026-01-06 00:58:43,No,,,,,,UNKNOWN,,,UNKNOWN
11-2023-199,,Kateryna,2026-01-06 00:59:29,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-402,,Kateryna,2026-01-06 01:00:29,No,,,,,,UNKNOWN,,,UNKNOWN
06-2024-68,"EFE International's Topics of the Day for Thursday, July 27th (24:00 GMT)",Kateryna,2026-01-06 01:02:28,No,,,,,,UNKNOWN,,,UNKNOWN
10-2023-52,,Kateryna,2026-01-06 01:02:50,No,,,,,,UNKNOWN,,,UNKNOWN
11-2023-87,Ukraine President Says 'Not The Time' For Elections,Kateryna,2026-01-06 01:03:12,No,,,,,,UNKNOWN,,,UNKNOWN
03-2022-52,There are seven World Heritage Sites in Ukraine. Many others also require protection,Kateryna,2026-01-06 01:03:38,No,,,,,,UNKNOWN,,,UNKNOWN
08-2023-113,,Kateryna,2026-01-06 01:03:58,No,,,,,,UNKNOWN,,,UNKNOWN
09-2024-100,,Kateryna,2026-01-06 01:04:11,No,,,,,,UNKNOWN,,,UNKNOWN
10-2022-168,,Kateryna,2026-01-06 01:04:21,No,,,,,,UNKNOWN,,,UNKNOWN
11-2022-194,"EFE International Topics of the Day November 23, 2022 (10.00 GMT)",Kateryna,2026-01-06 01:04:33,No,,,,,,UNKNOWN,,,UNKNOWN
11-2023-84,,Kateryna,2026-01-06 01:04:45,No,,,,,,UNKNOWN,,,UNKNOWN
10-2022-49,,Kateryna,2026-01-06 01:05:09,No,,,,,,UNKNOWN,,,UNKNOWN
04-2022-195,,Kateryna,2026-01-06 01:05:23,No,,,,,,UNKNOWN,,,UNKNOWN
12-2022-52,,Kateryna,2026-01-06 01:05:51,No,,,,,,Museum,,,Airstrike
12-2022-52,,Kateryna,2026-01-06 01:06:11,No,,,,,,Museum,,,Airstrike
07-2023-172,,Kateryna,2026-01-06 01:06:30,No,,,,,,UNKNOWN,,,UNKNOWN
11-2024-32,"Almost 1,200 cultural heritage objects affected by Russian aggression against Ukraine - Culture Ministry",Kateryna,2026-01-06 01:07:02,No,,,,,,UNKNOWN,,,UNKNOWN
07-2023-352,,Kateryna,2026-01-06 01:07:29,No,,,,,,UNKNOWN,,,UNKNOWN
06-2022-10,,Kateryna,2026-01-06 01:10:54,No,,,,,,UNKNOWN,,,UNKNOWN
06-2022-10,,Kateryna,2026-01-06 01:11:17,No,,,,,,UNKNOWN,,,UNKNOWN
12-2022-151,"Russians Steal Medical Equipment From Hospitals; Furniture, Doors And Ambulances Included",Kateryna,2026-01-06 01:11:37,No,,,,,,UNKNOWN,,,UNKNOWN
07-2024-25,,Kateryna,2026-01-06 01:11:53,No,,,,,,UNKNOWN,,,UNKNOWN
06-2022-7,,Kateryna,2026-01-06 01:13:46,No,,,,,,UNKNOWN,,,UNKNOWN
02-2024-37,,Kateryna,2026-01-06 01:13:59,No,,,,,,UNKNOWN,,,UNKNOWN
11-2023-102,,Kateryna,2026-01-06 01:14:12,No,,,,,,UNKNOWN,,,UNKNOWN
06-2024-14,,Kateryna,2026-01-06 01:19:10,No,,,,,,UNKNOWN,,,UNKNOWN
10-2022-5,,Kateryna,2026-01-06 01:22:19,No,,,,Melitopol museum,Melitopol ,Museum,,Russian forces,Looting/stealing
03-2022-41,UNESCO fears Ukraine harm as Russian culture backlash grows,Kateryna,2026-01-06 01:22:56,No,,,,,,UNKNOWN,,,UNKNOWN
08-2024-49,Russia's efforts to erase Ukrainian identity and culture will fail: UK statement to the OSCE,Kateryna,2026-01-06 01:23:49,No,,,,,,UNKNOWN,,,UNKNOWN
09-2024-122,,Kateryna,2026-01-06 01:24:42,No,,,,,,UNKNOWN,,,UNKNOWN
02-2024-48,,Kateryna,2026-01-06 01:26:06,No,,,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,UNKNOWN
02-2024-48,,Kateryna,2026-01-06 01:26:22,Yes,,,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,UNKNOWN
07-2023-140,,Kateryna,2026-01-06 01:26:31,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
08-2023-211,,Kateryna,2026-01-06 01:26:50,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
07-2023-213,,Kateryna,2026-01-06 01:26:59,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,UNKNOWN
03-2022-49,Losses beyond the battlefield,Kateryna,2026-01-06 01:28:48,Yes,,,,Kharkiv Fine Arts Museum,Kharkiv ,Museum,,,UNKNOWN
03-2022-49,Losses beyond the battlefield,Kateryna,2026-01-06 01:29:19,Yes,,,,Kharkiv Fine Arts Museum,Kharkiv ,Museum,,,UNKNOWN
07-2023-330,,Kateryna,2026-01-06 01:30:10,No,,,,,,Museum,,,UNKNOWN
07-2023-330,,Kateryna,2026-01-06 01:30:26,No,,,,,,Museum,,,UNKNOWN
09-2022-146,Ravages of 'new Hitler' war,Kateryna,2026-01-06 01:30:50,No,,,,,,Museum,,,UNKNOWN
03-2022-258,"MCIP: RF is going to destroy St. Sophia's Cathedral, they are trying to destroy Ukrainian history",Kateryna,2026-01-06 01:31:23,No,,,,,,Museum,,,UNKNOWN
11-2022-174,,Kateryna,2026-01-06 01:31:52,No,,,,,,Museum,,,UNKNOWN
03-2022-292,,Kateryna,2026-01-06 01:33:37,Yes,,,,Mariupol theatre,Mariupol ,Opera/theatre,Russian forces,Civilians,Airstrike
06-2022-75,,Kateryna,2026-01-06 01:39:38,Yes,,,,Central House of Culture,Kyiv region,House of culture/culture house,Russian forces,,UNKNOWN
11-2023-67,,Kateryna,2026-01-06 01:39:48,No,,,,,,House of culture/culture house,,,UNKNOWN
